,Page URL,Name,Description,Amount
639,https://www.rockefellerfoundation.org/grant/grant-2017-213/,2017,"in support of the New York City launch and promotion of a feature-length documentary, ""Citizen Jane: Battle for the City,"" on global urbanization through the lens of Jane Jacobs","$80,000"
640,https://www.rockefellerfoundation.org/grant/grant-2017-217/,2017,"for use by its project, Transform Finance, toward the costs of developing an investing toolkit that aims to empower investors to make capital allocation decisions based on an enhanced understanding of racial justice","$150,000"
641,https://www.rockefellerfoundation.org/grant/grant-2017-175/,2017,in support of scaling impact sourcing by driving membership recruitment for the Global Impact Sourcing Coalition and promoting impact sourcing to new sectors,"$165,000"
643,https://www.rockefellerfoundation.org/grant/grant-2017-305/,Eighteen East Capital Ltd 2017,"in support of developing a model Closed-End Investment Company (CEIC) to channel private equity impact investment capital toward emerging market sectors like healthcare, education and agriculture for the benefit of poor and vulnerable populations","$110,000"
644,https://www.rockefellerfoundation.org/grant/grant-2017-170/,2017,"in support of developing an alumni engagement strategy for the Rockefeller Foundation Bellagio Center, Italy, in order to enhance alumni relations, promote alumni achievements, and share knowledge","$139,405"
645,https://www.rockefellerfoundation.org/grant/grant-sambodhi-research-and-communications-private-limited-2017-3/,Sambodhi Research and Communications Private Limited 2017,in support of analyzing impact potential and key areas of risk related to interventions designed to reduce post-harvest loss and generate benefits for small-holder farmers in India,"$158,925"
646,https://www.rockefellerfoundation.org/grant/grant-2017-190/,2017,in support of developing and testing high-potential prototypes designed to reduce post-harvest loss and generate livelihood benefits for small-holder farmers in India,"$327,000"
647,https://www.rockefellerfoundation.org/grant/grant-2017-367/,2017,"in support of building the capacity of its African Philanthropy Forum, and establishing it as a stand-alone Africa-based organization that is managed, governed, and largely financed by Africans","$250,000"
648,https://www.rockefellerfoundation.org/grant/grant-2017-174/,2017,toward the costs of its Ajira Digital Project to scale Demand Driven Training and develop a sustainable model for connecting disadvantaged youth to online jobs,"$1,000,000"
649,https://www.rockefellerfoundation.org/grant/grant-university-of-massachusetts-amherst-2017-2/,"University of Massachusetts, Amherst 2017",in support of conducting research and analysis to demonstrate freshwater resilience globally,"$599,313"
650,https://www.rockefellerfoundation.org/grant/grant-rockefeller-philanthropy-advisors-2017-21/,Rockefeller Philanthropy Advisors 2017,"for use by its Fund for Shared Insight toward the costs of its efforts to improve philanthropy by increasing openness in foundations and capturing and sharing cross-cutting learning across foundations, grantees and their beneficiaries","$750,000"
651,https://www.rockefellerfoundation.org/grant/grant-idfc-foundation-2017-3/,IDFC Foundation 2017,in support of its IDFC Institute’s ongoing research and programmatic work aiming to enable the advancement of inclusive economies and market systems innovation in India,"$150,000"
652,https://www.rockefellerfoundation.org/grant/grant-genesis-analytics-2017-2/,Genesis Analytics 2017,"in support of a thematic track on innovations in evaluation at the African Evaluation Association Conference aimed at strengthening the effectiveness of market solutions to improve the lives of poor or vulnerable people, to be held in Kampala, Uganda, March 2017","$75,000"
653,https://www.rockefellerfoundation.org/grant/grant-institute-for-transformative-technologies-2017-2/,Institute for Transformative Technologies 2017,"toward the costs of final design, prototyping and testing of  a project to reduce the capital expenditure costs of renewable MiniGrids and facilitate the establishment and operations of affordable MiniGrids in poor rural  villages in India","$824,500"
654,https://www.rockefellerfoundation.org/grant/grant-2017-315/,2017,"in support of studying the feasibility of establishing new specialized care health facilities in Kenya to help control HIV and promote maternal, newborn, and children’s health","$500,000"
655,https://www.rockefellerfoundation.org/grant/grant-2017-188/,2017,in support of research to build the knowledge base of the social sector on key areas of dynamism and policy developments related to post-harvest loss in India,"$106,450"
656,https://www.rockefellerfoundation.org/grant/grant-asian-venture-philanthropy-network-limited-2017-3/,Asian Venture Philanthropy Network Limited 2017,"towards the cost of the 5th Annual AVPN Conference, “Collaborating for Impact,” to bring together social impact organizations to address how fostering inclusive economies can make a lasting impact on the poor and vulnerable in Asia, to be held in Bangkok, Thailand, June 2017","$60,000"
657,https://www.rockefellerfoundation.org/grant/grant-rockefeller-foundation-donations-2017-3/,Rockefeller Foundation Donations 2017,"to facilitate Rockefeller Foundation donations to charitable organizations through its Matching Gift Program and other similar programs, as well as contributions to philanthropic sector organizations","$2,000,000"
658,https://www.rockefellerfoundation.org/grant/grant-2017-199/,2017,"for use by Circle of Blue toward the costs of organizing a global conversation at the Vatican on World Water Day 2017 that will help reframe how the world understands, values, and stewards its water supplies","$150,000"
659,https://www.rockefellerfoundation.org/grant/grant-cuny-graduate-school-of-journalism-foundation-2017-3/,CUNY Graduate School of Journalism Foundation 2017,for use by the City University of New York Graduate School of Journalism in support of creating a three year Resilience Fellowship Program,"$500,000"
660,https://www.rockefellerfoundation.org/grant/grant-world-bank-2017-2/,World Bank 2017,"toward the costs of implementing its “Global Water Practice” partnership, including a Global Knowledge Initiative on Freshwater Resilience, to ensure the availability and sustainable management of water and sanitation globally","$3,000,000"
661,https://www.rockefellerfoundation.org/grant/grant-rockefeller-philanthropy-advisors-2017-20/,Rockefeller Philanthropy Advisors 2017,"for use by its Upstart Co-Lab toward the costs of its mission to connect artists, impact investors, and social entrepreneurs to create opportunities for scalable social impact.","$100,000"
662,https://www.rockefellerfoundation.org/grant/grant-2017-329/,Aspen Institute 2017,"in support of creating a formal Aspen Network of Development Entrepreneurs (ANDE) chapter that will help new and existing, small and growing businesses in Asia to adopt inclusive business approaches","$100,000"
663,https://www.rockefellerfoundation.org/grant/grant-cornell-university-2017-3/,Cornell University 2017,for use by its College of Veterinary Medicine in support of activities to launch a new field of “Planetary Health” in order to yield better solutions to health challenges in the 21st century,"$1,047,165"
664,https://www.rockefellerfoundation.org/grant/grant-2017-370/,2017,in support of developing new research methodologies and tools in order to better advocate for parks and open spaces in the increasingly complex planning challenges emerging in modern cities,"$75,000"
665,https://www.rockefellerfoundation.org/grant/grant-2017-386/,2017,"in support of surfacing, exploring, and advancing major, high-leverage opportunities to address critical problems facing poor or vulnerable populations","$917,000"
666,https://www.rockefellerfoundation.org/grant/grant-cornell-university-2017-4/,Cornell University 2017,for use by its College of Veterinary Medicine in support of activities to launch a new field of “Planetary Health” in order to yield better solutions to health challenges in the 21st century,"$681,712"
667,https://www.rockefellerfoundation.org/grant/grant-2017-385/,2017,in support of a research and landscape assessment that synthesizes forward-looking knowledge on pressing problems and dynamic opportunities in the lives of poor or vulnerable populations,"$417,000"
668,https://www.rockefellerfoundation.org/grant/grant-university-of-pennsylvania-2017-3/,University of Pennsylvania 2017,for use by its Warren Center for Data and Network Sciences in support of conducting research on the foundations of resilience in financial and technological networks,"$250,000"
669,https://www.rockefellerfoundation.org/grant/grant-2017-317/,2017,"toward the costs of its Global Philanthropy Forum, which brings together foundation leaders, individual donors, social investors, and agents of change to learn more about opportunities for international philanthropy","$225,000"
670,https://www.rockefellerfoundation.org/grant/grant-2017-335/,American Civil Liberties Union Foundation 2017,in general support of its mission to preserve and promote civil rights and civil liberties protected by the U.S. Constitution,"$500,000"
671,https://www.rockefellerfoundation.org/grant/grant-2017-207/,2017,in support of overseeing strategic influence activities and coordinating convenings for the Foundation’s “100x25” campaign,"$500,000"
672,https://www.rockefellerfoundation.org/grant/grant-alliance-for-a-green-revolution-in-africa-2017-2/,Alliance for a Green Revolution in Africa 2017,toward the costs of implementing its new strategic approach to inclusive and integrated agricultural transformation in Africa,"$50,000,000"
673,https://www.rockefellerfoundation.org/grant/grant-2017-339/,2017,"in general support of its mission to fight anti-Semitism and all forms of bigotry, defend democratic ideals, and protect civil rights for all","$500,000"
674,https://www.rockefellerfoundation.org/grant/grant-2017-192/,New York University 2017,for use by its Marron Institute of Urban Management in support of a project to identify the spatial attributes of cities and recommend interventions that can improve the long-term inclusiveness of metropolitan and urban economies globally,"$260,000"
675,https://www.rockefellerfoundation.org/grant/grant-2017-338/,International Rescue Committee 2017,"in general support of its mission to help people whose lives are shattered by conflict and disaster to survive, recover and gain control of their future","$500,000"
676,https://www.rockefellerfoundation.org/grant/grant-stockholm-water-foundation-2017-2/,Stockholm Water Foundation 2017,for use by its Stockholm International Water Institute in support of conducting research and analysis to develop a strategy to advance freshwater resilience globally,"$300,000"
677,https://www.rockefellerfoundation.org/grant/grant-global-impact-investing-network-2017-2/,Global Impact Investing Network 2017,"in support of assessing the state of the impact investing market, hosting a convening of industry leaders, and disseminating research in order to leverage more capital into investments that benefit poor and vulnerable people","$681,500"
678,https://www.rockefellerfoundation.org/grant/grant-2017-364/,2017,"toward the costs of a one-year pilot to build a more inclusive entrepreneurial ecosystem in Washington, D.C. and to create a replicable model for subsequent deployment in other U.S. cities","$250,000"
679,https://www.rockefellerfoundation.org/grant/grant-2017-187/,2017,"in support of organizing a convening to explore, assess, and disseminate information about potential solutions to the challenges facing independent workers","$149,132"
680,https://www.rockefellerfoundation.org/grant/grant-2017-196/,2017,for use by its Monitor Institute toward the costs of exploring how philanthropists can use new approaches to more effectively measure and evaluate their work and to develop tools and systems that enable more timely and effective evidence-based decision-making,"$100,000"
681,https://www.rockefellerfoundation.org/grant/grant-2017-318/,2017,"in general support of its mission to strengthen philanthropy and a culture of giving through mutual learning and support, knowledge sharing and professional development among its members","$160,000"
682,https://www.rockefellerfoundation.org/grant/grant-2017-311/,Northwestern University 2017,"for use by its Kellogg School of Management in support of The Rockefeller Foundation &amp; Kellogg School of Management Sustainable Investing Fellowship, an effort to build the field of impact investing in business and professional education","$220,000"
683,https://www.rockefellerfoundation.org/grant/grant-2017-376/,2017,"for use by its project, the Resilient by Design Challenge, toward the costs of delivering a challenge in the San Francisco Bay Area","$4,663,801"
684,https://www.rockefellerfoundation.org/grant/grant-2017-374/,2017,in support of creating new models for building climate resilience through innovative finance mechanisms,"$780,000"
685,https://www.rockefellerfoundation.org/grant/grant-world-bank-2016-7/,World Bank 2016,"in support of its Global Mental Health Initiative, an effort to mobilize an international coalition to design and implement mental health and psychosocial support programs that build community resilience and draw upon broader health services","$175,000"
686,https://www.rockefellerfoundation.org/grant/grant-2016-459/,2016,for use by its School of International and Public Affairs in support of research and public presentations on resilience practice and theory,"$1,500,000"
687,https://www.rockefellerfoundation.org/grant/grant-new-venture-fund-2016-6/,New Venture Fund 2016,for use by its Colorado River Sustainability Campaign toward the costs of coordinating a project to advance sustainable management of the Salton Sea,"$1,500,000"
688,https://www.rockefellerfoundation.org/grant/grant-2016-427/,2016,toward the costs of planning and programming for its IdeasCity New York and establishing a Rockefeller Foundation Fellows program,"$250,000"
689,https://www.rockefellerfoundation.org/grant/grant-windward-fund-2016-4/,Windward Fund 2016,for use by its Water Funder Initiative toward the costs of developing and coordinating the implementation of funding action plans to address water challenges impacting communities and freshwater ecosystems in the U.S. West,"$500,000"
690,https://www.rockefellerfoundation.org/grant/grant-world-bank-2016-12/,World Bank 2016,for use by its Energy Sector Management Assistance Program (ESMAP) in support of a project to utilize a new framework for conducting surveys to measure the level and quality of current energy provision for productive use in two Indian states (Bihar and Uttar Pradesh) and Kenya and to publish the findings,"$250,000"
691,https://www.rockefellerfoundation.org/grant/grant-2016-408/,Rockefeller Philanthropy Advisors 2016,"for use by 100 Resilient Cities toward the costs of building cities’ capacity globally to maintain and recover critical functions in the face of shocks and stresses, and to support their progress toward operational independence and sustainability","$40,000,000"
692,https://www.rockefellerfoundation.org/grant/grant-2016-457/,2016,"toward the costs of its 2016 Clinton Global Initiative annual meeting, to catalyze a community of global leaders to devise and implement innovative solutions to global challenges such as energy and climate change, poverty alleviation, global health and education","$550,000"
693,https://www.rockefellerfoundation.org/grant/grant-2016-428/,2016,toward the costs of expanding its Mobile Unit’s community engagement and audience building activities by adding Spanish-language programming in order to engage marginalized populations,"$250,000"
694,https://www.rockefellerfoundation.org/grant/grant-2016-231/,2016,for use by its Accenture Development Partnerships in support of informing the Global Resilience Partnership’s transition to a new operating model,"$115,000"
695,https://www.rockefellerfoundation.org/grant/grant-2016-260/,2016,"in support of conducting and disseminating research and analysis to identify better, tactical ways to promote gender equity in the corporate environment","$498,700"
696,https://www.rockefellerfoundation.org/grant/grant-dalberg-research-2016-3/,Dalberg Research 2016,in support of producing early-stage research products that will enhance the strategic knowledge base of the international development community on emerging and changing problems affecting the poor and vulnerable,"$240,600"
697,https://www.rockefellerfoundation.org/grant/grant-2016-455/,2016,in support of a feasibility study on the viability of community-based renewable energy hybrid systems for islands in Thailand,"$110,000"
698,https://www.rockefellerfoundation.org/grant/university-of-nairobi-2016-2/,University of Nairobi 2016,"in support of establishing fruit aggregation and processing hubs for smallholder farmers, and facilitating the first All Africa Postharvest Congress and Exhibition, to be held in Nairobi, Kenya, March 2017","$504,823"
699,https://www.rockefellerfoundation.org/grant/grant-2016-238/,2016,in continued support of its Guardian Cities section to foster reader engagement and understanding of resilience as it affects poor and vulnerable communities in urban areas,"$3,000,000"
701,https://www.rockefellerfoundation.org/grant/grant-windward-fund-2016-7/,Windward Fund 2016,"toward the costs of implementing the Resilience Measurement, Evidence and Learning Community of Practice, a project which brings together leading resilience measurement experts and practitioners to jointly advance the concept and practice of resilience measurement","$1,000,000"
702,https://www.rockefellerfoundation.org/grant/grant-2016-395/,2016,"toward the costs of testing and validating its Waterfront Edge Design Guidelines, a voluntary ratings system used to influence planning and design decision-making along the water’s edge, in order to balance public access with coastal resiliency and ecosystem restoration","$250,000"
703,https://www.rockefellerfoundation.org/grant/grant-crossboundary-llc-2016-3/,CrossBoundary LLC 2016,in support of designing an East-African mini-grid facility to support energy service companies to accelerate energy access for poor and vulnerable people in rural areas,"$450,000"
704,https://www.rockefellerfoundation.org/grant/grant-university-of-oxford-2016-2/,University of Oxford 2016,"for use by its Oxford Martin School in support of the Rockefeller Foundation Economic Council on Planetary Health, an effort to establish the economic and business case for planetary health","$2,000,000"
705,https://www.rockefellerfoundation.org/grant/grant-2016-452/,2016,in support of a feasibility study of mini-grid models and the design of a mini-grid partnership facility and strategy for catalyzing energy access for poor and vulnerable people in Myanmar,"$450,000"
706,https://www.rockefellerfoundation.org/grant/grant-2016-236/,2016,"in support of developing a strategic plan for the resilience conference, “RES/CON New Orleans,” and creating and launching a RES/CON network of practitioners","$100,000"
707,https://www.rockefellerfoundation.org/grant/grant-2016-450/,2016,"in support of network-building activities for “Zilient,” a resilience online publishing and knowledge-sharing platform","$997,800"
708,https://www.rockefellerfoundation.org/grant/grant-2016-425/,2016,"in general support of its mission to inspire 7th, 8th,  and 9th graders from underserved communities to succeed in high school and beyond by pairing them with mentors","$100,000"
709,https://www.rockefellerfoundation.org/grant/grant-2016-209/,2016,in support of developing and implementing a planetary health training curriculum and other programming for its fellows and alumni,"$354,480"
710,https://www.rockefellerfoundation.org/grant/grant-2016-216/,2016,in support of scaling Impact Sourcing by driving membership recruitment for the Global Impact Sourcing Coalition and coordinating development of relevant tools and resources for building its value proposition,"$130,040"
711,https://www.rockefellerfoundation.org/grant/grant-2016-208/,2016,"in support of activities to raise awareness, understanding, and acceptance of planetary health, including the economic benefits of policies that address environmental sustainability together with human health and development goals","$350,000"
713,https://www.rockefellerfoundation.org/grant/grant-columbia-university-2016/,2016,"for use by its Mailman School of Public Health in support of the Global Consortium on Climate and Health Education, an effort to increase societal awareness of and resilience to the human and planetary health effects of climate change","$270,274"
714,https://www.rockefellerfoundation.org/grant/grant-2016-389/,New America Foundation 2016,toward the costs of a Digital Health Innovation Summit that will explore innovative applications of information technology to improve nutrition for low-income women and children in the U.S.,"$250,000"
715,https://www.rockefellerfoundation.org/grant/grant-2016-220/,2016,"in support of testing and refining The Rockefeller Foundation’s emerging inclusive economies framework in different geographic contexts and markets, and generating new knowledge on what it takes to build an inclusive economy","$450,260"
716,https://www.rockefellerfoundation.org/grant/grant-2016-251/,2016,"in support of producing a virtual reality film as part of its “Inside Impact” series to showcase the Foundation’s Smart Power for Rural Development initiative in order to attract attention from key stakeholders, including the private sector","$510,000"
717,https://www.rockefellerfoundation.org/grant/grant-2016-394/,Massachusetts Institute of Technology 2016,for use by its Community Indicators Lab in support of piloting participatory real estate development tools in the Bronx to inform efforts in cities where residents are facing the threat of displacement,"$160,000"
718,https://www.rockefellerfoundation.org/grant/grant-global-impact-investing-network-2016/,Global Impact Investing Network 2016,toward the costs of strengthening the evidence base for impact investing and market solutions,"$500,000"
719,https://www.rockefellerfoundation.org/grant/grant-2016-448/,2016,"in support of producing, curating, and publishing a wide range of multimedia resilience content and resources for ""Zilient,"" an online publishing and knowledge-sharing platform for resilience","$1,198,000"
720,https://www.rockefellerfoundation.org/grant/grant-2016-266/,2016,for use by its Graduate School of Business’s Bertha Centre for Social Innovation and Entrepreneurship in support of a project to redesign the Rockefeller Foundation Global Fellowship Program on Social Innovation to build the innovation capacity of social sector leaders to catalyze more transformative and resilient solutions to endemic social and environmental problems,"$499,236"
721,https://www.rockefellerfoundation.org/grant/grant-stanford-university-2016-4/,Stanford University 2016,"for use by its Center of Philanthropy and Civil Society in support of convening its annual Junior Scholars Forum and of writing and publishing ""The Nonprofit Sector: A Research Handbook, third edition""","$500,000"
722,https://www.rockefellerfoundation.org/grant/grant-2016-381/,Africa GreenCo 2016,in support of establishing a new public-private partnership that catalyzes private sector investment in African energy projects,"$1,039,170"
723,https://www.rockefellerfoundation.org/grant/grant-nonprofit-finance-fund-2016-3/,Nonprofit Finance Fund 2016,toward the costs of its outcomes knowledge campaign which seeks to catalyze systems change based on outcome measurement,"$75,000"
724,https://www.rockefellerfoundation.org/grant/grant-living-cities-inc-the-national-community-development-initiative-2016-3/,"Living Cities, Inc.: The National Community Development Initiative 2016","in support of a new campaign to support the start-up and scale-up of companies that create good, stable jobs for low-income people, and in general support of its mission to advance opportunity and prosperity in U.S. cities and their low-income populations","$3,000,000"
725,https://www.rockefellerfoundation.org/grant/grant-2016-241/,2016,in support of conducting events and producing editorial content related to the advancement of gender diversity on corporate boards,"$160,000"
726,https://www.rockefellerfoundation.org/grant/grant-fsg-2016-6/,FSG 2016,"in support of the continued development of a differentiated framework for “market systems innovations” as an approach to advance Inclusive Economies, and an analysis of how Rockefeller Foundation initiatives and grantees can better utilize the approach","$208,791"
727,https://www.rockefellerfoundation.org/grant/grant-2016-206/,2016,"in support of establishing the Rockefeller Foundation Commission on Planetary Health, an effort to help build the multi-disciplinary field of planetary health","$671,329"
728,https://www.rockefellerfoundation.org/grant/grant-2016-205/,2016,in support of a project to sustain momentum for Universal Health Coverage (UHC) through building a sustainable UHC Coalition,"$999,910"
729,https://www.rockefellerfoundation.org/grant/grant-2016-234/,2016,in support of enabling the Global Resilience Partnership Asia to enhance its business integration actions and strategies in order to influence corporate investment in climate resilience actions and initiatives throughout the Southeast Asia region,"$389,528"
730,https://www.rockefellerfoundation.org/grant/grant-2016-235/,2016,in support of a project to identify and engage high-potential innovators in digital technology with a focus on resilience outcomes in Asia,"$299,405"
731,https://www.rockefellerfoundation.org/grant/grant-world-health-organization-2016-2/,World Health Organization 2016,"in support of serving as the official source for measuring and monitoring universal health coverage (UHC) progress, and coordinating strategies and activities towards attaining the Sustainable Development Goals 3.8","$1,498,945"
732,https://www.rockefellerfoundation.org/grant/grant-world-bank-2016-9/,World Bank 2016,"for use by its project, the Global Partnership for Education, in support of a market assessment and feasibility study to explore the potential for parametric insurance as a tool for building the resilience of education systems in the face of natural and man-made shocks and stresses","$350,000"
733,https://www.rockefellerfoundation.org/grant/grant-2016-211/,2016,in support of conducting outreach and nominating Asian artists as candidates for one-month residencies at the Rockefeller Foundation Bellagio Center in Italy,"$62,512"
734,https://www.rockefellerfoundation.org/grant/grant-yale-university-2016-6/,Yale University 2016,"for use by its Center for the Study of Globalization in support of activities to aid and promote the work of the Rockefeller Foundation Commission on Planetary Health, an initiative to develop the economic case for the new field of planetary health, and to recommend high-level policy actions","$340,000"
735,https://www.rockefellerfoundation.org/grant/grant-2016-464/,2016,in support of research identifying policy priorities and entry points for mainstreaming the circular economy concept in developing countries,"$247,670"
736,https://www.rockefellerfoundation.org/grant/grant-2016-243/,2016,toward the costs of expanding and amplifying its “Women On Board (USA)” initiative to increase board gender diversity,"$100,000"
737,https://www.rockefellerfoundation.org/grant/grant-fundacion-jumex-arte-contemporaneo-2016-2/,Fundación Jumex Arte Contemporáneo 2016,in support of conducting outreach and nominating Latin American artists as candidates for one-month residencies at the Rockefeller Foundation’s Bellagio Center in Italy,"$49,900"
738,https://www.rockefellerfoundation.org/grant/grant-2016-409/,Urban Institute 2016,"in support of monitoring and evaluating the progress and long-term impacts of 100 Resilient Cities - Pioneered by The Rockefeller Foundation, and generating learning for the urban planning and resilience measurement fields","$5,129,387"
739,https://www.rockefellerfoundation.org/grant/grant-2016-224/,2016,in support of advancing the measurement and evaluation of market-based solutions for international development by strengthening the capacity to design and implement innovative finance approaches,"$300,000"
740,https://www.rockefellerfoundation.org/grant/grant-2016-392/,"Mission Investors Exchange, Inc. 2016",in general support of its mission to build partnerships and strengthen the mission investing field through an expanded range of programming,"$100,000"
743,https://www.rockefellerfoundation.org/grant/grant-university-of-massachusetts-amherst-2016-2/,"University of Massachusetts, Amherst 2016",in support of conducting research and analysis to demonstrate and communicate freshwater resilience globally,"$323,977"
744,https://www.rockefellerfoundation.org/grant/grant-2016-393/,2016,for use by NGOsource in support of ongoing operations to enhance its repository of equivalency determinations in order to streamline and democratize international grantmaking and global philanthropy,"$300,000"
745,https://www.rockefellerfoundation.org/grant/grant-2016-435/,2016,"toward the costs of “Regional Corridors of Resilience and Equity,” a public design competition, exhibition and education program to examine how communities in the New York-New Jersey-Connecticut metropolitan area can change and grow in a way that promotes economic opportunity, reduces inequality, and increases resilience","$595,000"
746,https://www.rockefellerfoundation.org/grant/grant-2016-403/,2016,"in support of convening the Africa Regional Office Resilience Week and the Africa Regional Office Resilience Academy  to be held in Nairobi, Kenya, December 2016","$213,540"
747,https://www.rockefellerfoundation.org/grant/grant-2016-462/,2016,"in support of generating and sharing new insights from emerging leaders throughout sub-Saharan Africa on the most promising solutions to economic, social, and environmental challenges for poor and vulnerable people","$75,000"
748,https://www.rockefellerfoundation.org/grant/grant-2016-221/,2016,for use by its Center for Evaluation Innovation toward the costs of the 2017 Evaluation Roundtable in order to strengthen the philanthropic community's ability to evaluate and learn strategically from its work,"$100,000"
749,https://www.rockefellerfoundation.org/grant/grant-miami-foundation-2016-7/,Miami Foundation 2016,toward the costs of exploring the integration of Miami and Cuba into the 100 Resilient Cities’ resilience framework,"$400,000"
750,https://www.rockefellerfoundation.org/grant/grant-2016-232/,2016,in support of refining the Global Resilience Partnership’s Learning Agenda and designing a related partner convening to enable horizon scanning for high-potential partnership opportunities,"$150,000"
751,https://www.rockefellerfoundation.org/grant/grant-miami-foundation-2016-8/,Miami Foundation 2016,"toward the costs of its role as the convener, communicator, advisor, and monitor of progress for the Greater Miami and The Beaches 100 Resilient Cities resilience strategy and partnership, and support for the Van Alen Institute’s South Florida Challenge","$575,000"
752,https://www.rockefellerfoundation.org/grant/grant-2016-391/,2016,"in general support of its mission to improve the status of the working poor in the informal economy, especially women","$550,000"
753,https://www.rockefellerfoundation.org/grant/grant-ogilvy-public-relations-2016-2/,2016,"in support of providing communications support for the influence objectives of the Rockefeller Foundation Bellagio Center, to inform new audiences about the residency and conference opportunities, increase awareness of the Foundation’s strategic goals amongst participants, and elevate the work advanced by participants, particularly those working to build resilience and more inclusive economies","$400,000"
754,https://www.rockefellerfoundation.org/grant/grant-2016-400/,Gilder Lehrman Institute of American History 2016,"toward the costs of expanding its Hamilton Education Program to provide subsidized tickets to the show ""Hamilton"" for underprivileged high school students, and to distribute accompanying educational materials that integrate theatrical performance and the study of American history","$6,000,000"
755,https://www.rockefellerfoundation.org/grant/grant-2016-445/,2016,"in support of quantifying the returns on resilience investment by developing a framework and model, and identifying data sources and estimation strategies","$538,335"
756,https://www.rockefellerfoundation.org/grant/grant-2016-390/,Medic Mobile 2016,"in general support of its mission to build, deliver and support mobile tools that help community health workers provide equitable care to marginalized communities","$250,000"
757,https://www.rockefellerfoundation.org/grant/grant-climate-policy-initiative-inc-2016-2/,"Climate Policy Initiative, Inc. 2016",for use by its Global Innovation Lab for Climate Finance toward the costs of further developing a climate resilience work stream to leverage innovative sources of capital that benefit poor and vulnerable populations,"$200,000"
758,https://www.rockefellerfoundation.org/grant/grant-2016-212/,2016,in support of identifying potential artists for the Arts &amp; Literary Arts Residency Program at The Rockefeller Foundation Bellagio Center and organizing one annual Artists’ Assembly,"$50,000"
759,https://www.rockefellerfoundation.org/grant/grant-2016-382/,2016,in support of communications efforts for the financing mechanisms supported by the Rockefeller Foundation’s innovative finance “Zero Gap” portfolio to increase the likelihood of market adoption by raising awareness among key stakeholders about how innovative finance can be harnessed to drive private sector capital toward achieving critical social and environmental outcomes,"$430,000"
760,https://www.rockefellerfoundation.org/grant/grant-2016-446/,2016,"in support of the coordination and facilitation of The Future of Resilience Summit, a high-profile convening and a related follow-up event to be held at the Rockefeller Foundation Bellagio Center, Italy","$6,463,358"
761,https://www.rockefellerfoundation.org/grant/grant-2016-402/,2016,"in support of serving as a learning partner for “Resilience Week” to be held in Nairobi, Kenya, December 2016","$48,232"
762,https://www.rockefellerfoundation.org/grant/grant-2016-210/,2016,"in support of conducting outreach activities to expand the geographic diversity of applications received for the Academic Writing Residency Program at the Rockefeller Foundation Bellagio Center, Italy","$93,370"
763,https://www.rockefellerfoundation.org/grant/grant-2016-398/,Coalition for Inclusive Capitalism US 2016,"toward the costs of the 2016 Conference on Inclusive Capitalism and supporting activities, to be held in New York City, October 2016","$150,000"
764,https://www.rockefellerfoundation.org/grant/grant-2016-447/,2016,"in support of building, launching, and optimizing a publishing and knowledge-sharing platform to unite and build the field of resilience by delivering wide-ranging, quality content, connections, events, and recommendations to resilience practitioners","$2,610,000"
765,https://www.rockefellerfoundation.org/grant/grant-2016-397/,Research Foundation of the City University of New York 2016,in support of its “CUNY Cultural Corps” to provide training and paid internships to low-income youth at cultural institutions throughout New York City in an effort to diversify the workforce of the cultural sector,"$500,000"
766,https://www.rockefellerfoundation.org/grant/grant-world-bank-2016-8/,World Bank 2016,toward the costs of its Digital Jobs in Nigeria initiative to help increase employment for disadvantaged youth by catalyzing the use of information and communication technology (ICT) to create economic opportunities,"$1,000,000"
767,https://www.rockefellerfoundation.org/grant/grant-rockefeller-archive-center-2016-3/,Rockefeller Archive Center 2016,"in support of historical research, seminars, web-based content delivery and conferences to strengthen the understanding of the Foundation’s history in a global context","$566,883"
768,https://www.rockefellerfoundation.org/grant/grant-2016-233/,2016,in support of applying the Resilience Value Realization process to its Water Resilient Manufacturing Communities project in India,"$200,000"
769,https://www.rockefellerfoundation.org/grant/grant-2016-239/,2016,in support of the New York City launch of its Careers in Entertainment Tour to offer mentorship and employment pathways to youth from underserved communities by connecting them to entertainment industry leaders and companies,"$350,000"
770,https://www.rockefellerfoundation.org/grant/grant-2016-434/,2016,"toward the costs of the 2016-2017 school year activities of The Young Women’s Leadership Schools, a network of all-girls public secondary schools serving underserved girls and their families in New York City","$30,000"
771,https://www.rockefellerfoundation.org/grant/grant-2016-422/,2016,"toward the costs of developing the NYC School Finder, a digital tool to help New York City 8th graders choose to which high schools to apply","$75,000"
772,https://www.rockefellerfoundation.org/grant/grant-2016-252/,The Atlantic Monthly Group LLC 2016,in support of a multi-platform project to examine the future of work in contemporary American society and strategize about how to ensure opportunity and equality for workers,"$315,000"
773,https://www.rockefellerfoundation.org/grant/grant-harvard-university-2016-4/,Harvard University 2016,"for use by its Harvard Kennedy School’s Center for Public Leadership in support of the Initiative for Responsible Investing, an effort to explore alternative approaches to institutional investment in sustainable infrastructure in the U.S.","$150,000"
774,https://www.rockefellerfoundation.org/grant/grant-2016-254/,2016,"in support of advancing the conversation about gender parity and diversity in corporate America by creating original video and other shareable content as part of the Rockefeller Foundation’s “100x25"" campaign","$250,000"
775,https://www.rockefellerfoundation.org/grant/grant-2016-271/,2016,"for use by its project, Forest Resilience Bond, toward the costs of funding forest restoration in the U.S. by leveraging private capital","$500,000"
