,Page Url,Job,Location,Type,Description,Organization
88,https://jobs.hopkinsmedicine.org/job/sr-financial-analyst-finance-johns-hopkins-health-care-338006-7cbfa/,Sr. Financial Analyst,"Johns Hopkins Health Care, Hanover, MD 21076",Economics,"Johns Hopkins HealthCare (JHHC) is the managed care and health services business of Johns Hopkins Medicine, one of the premier health delivery, academic, and research institutions in the United States.  JHHC is a $2.5B business serving over 400,000 lives with lines of business in Medicaid, Medicare, commercial, military health, health solutions, and venture investments.  JHHC has become a leader in provider-sponsored health plans and is poised for future growth.  
Many organizations talk about transforming the future of healthcare, Johns Hopkins HealthCare is actually doing it.  We develop innovative, analytics-driven health programs in collaboration with provider partners to drive improved quality and better health outcomes for the members and communities we serve.  If you are interested in improving how healthcare is delivered, join the JHHC team. 
Provides simple to moderately complex financial analyses. Monitors actual results of financial data against plans, forecasts, and budgets. Gathers, organizes, and documents relevant financial information. This position will support the Director in developing and implementing the following departmental objectives and activities in support of functional business unit decision-making.
Has in-depth conceptual and practical knowledge of finance in a healthcare field and is able to make independent judgements and recommendations. May lead projects and have accountability for ongoing activities/objectives. Acts as a resource to junior colleagues. Must have experience working with Access, Vizio, Tableau, and SAP. 
 Requirements: 
     Education:  Bachelor’s degree required.      B.    Knowledge: Requires basic knowledge of financial and/or accounting concepts. Extensive knowledge of spreadsheet and database software      C.    Skills: Extensive database experience (Access experience required) with ability to access and manipulate significant amounts of complex data and produce meaningful and useful reports for senior management. An outstanding ability to verbally (in particular) and in writing communicate ideas clearly with senior management. Experience and an ability to independently prepare financial analysis and business plans that accurately presents the financial impact of proposals as well as other advantages and disadvantages of the proposal (the group you are working with feels you are a true contributor to the process, not just a collector and supplier of date). Has natural inclination and ability to provide outstanding customer service. Dedicated, hardworking employee who achieves maximum efficiency and productivity. An ability to suggest creative ideas that generate additional revenues and/or produce cost savings.     D.    Required Licensure, Certification, Etc.: None     E.    Work Experience: Requires 2-4 years of advanced financial analysis experience.      F.    Machines, Tools, Equipment: Must operate general office equipment (telephone, fax, PC, etc).    
 Dimensions: 
   A.    Budget Responsibility: Develop budgets and/or financial models for the approval of senior management.     B.    Authority/Decision Making Level: Ability to make independent judgments and recommendations.       C.    Supervisory Responsibility: May assign work to other support staff and/or temporaries with approval from manager.     Problem  Solving: Uses research, inquiry, analysis and creative thinking to evaluate, create and analyze data, business plans, and other financial models as are requested by executive decision makers.      Information  Management: Uses a variety of information as is required by the particular project.  A project may call for the use of financial data from the hospital, School of Medicine, other affiliates, and/or outside companies.  A project may also require research of outside journals, books, and other documentations (e.g., Internet searches).     Working  Conditions: Works in a normal office environment where there are no physical discomforts due to temperature, noise, dust, etc. Requires daily use of a computer and constant attention to detail.    
",Johns Hopkins
89,https://jobs.hopkinsmedicine.org/job/sr-financial-analyst-finance-johns-hopkins-hospital-b-325166-ecf61/,Sr. Financial Analyst,"Johns Hopkins Hospital, Baltimore, MD 21201",Economics,"Position Summary:
Under general supervision, performs a variety of complex analytical tasks in the areas of Hospital and departmental budget planning and evaluation. Participates in the development, implementation and/or maintenance of budgeting and financial reporting systems. Prepares and documents analyses and recommendations regarding budget variances, financial forecasting and modeling systems.
Education:
Bachelor's degree in accounting, business, or related field required. MBA or CPA preferred.
Work Experience:
Minimum of two years of experience required in financial and administrative positions, in an academic or medical setting preferred. Grant and Contract experience preferred. Advancedknowledge in the use of financial software applications, databases, spreadsheets, and/or word processing required, particularly Microsoft Excel, Microsoft Access, and SAP.
Shift:
Full Time, Day Shift (40 hours)
8:30 am - 5:00 pm
Exempt
Location:
JHH, 600 N. Wolfe Street, Baltimore, MD  21287
Johns Hopkins Health System and its affiliates are drug-free workplace employers.
We are committed to providing a healthy and safe environment for our patients, visitors and staff members. The Johns Hopkins Hospital has a tobacco-free at work policy. Employees must refrain from using any tobacco products during their work shifts — including while at lunch or on breaks, and whether they are on or off campus.
",Johns Hopkins
90,https://jobs.hopkinsmedicine.org/job/sr-financial-analyst-finance-johns-hopkins-health-syst-318390-12825/,Sr. Financial Analyst- Population Health,"Johns Hopkins Health System, Baltimore, MD 21201",Economics,"Position Summary:
The Senior Financial Analyst coordinates, performs, and oversees the budgeting and financial activities related to department, including cost centers, departmental and sponsored budgets, revenues (including revenue cycle management), and gift accounts as they relate to formal and informal departmental goals, standards, policies and procedures. The Sr. Financial Analyst analyzes department financial data and develops complex reports for forecasting and results analysis.  The Sr. Financial Analyst assists in financial studies and analysis regarding projected changes in revenues and expenditures, and ensures compliance with department and/or agency regulations and restrictions.  This position may train others in budget related policies and procedures.
Competencies:
Education: 
 Requires a Bachelor’s degree in Business, Accounting, Healthcare Administration, or related field.  MBA preferred. 
Knowledge: 
 Requires knowledge of Budget processes.  Corporate finance as it relates to all aspects of health care which may include the following:  Budget analysis for health care programs and projects Revenue cycle principles Cost accounting principles Managed care pricing Management and development of staff   
​​​​​​​​​​​​​​
Skills:
 Requires analytical ability to develop some management, narrative, and statistical reports Monitors, identifies, and communicates over-expenditures to faculty and administrative staff Understands, monitors, and positively impacts hospital billing reports Keeps abreast of laws and regulations that apply to a particular staff function or field of professional expertise to maintain up-to-date compliance  Monitors and approves department expenditures throughout the budgetary period Exchanges non-routine information using tact and persuasion as appropriate requiring good oral and written communication. 
Required Licensure Certification, etc.:
 CPA preferred. 
​​​​​​​Work Experience: 
 Requires minimum five years of experience in finance, preferably in a healthcare setting. 
​​​​​​​Machines, Tools, Equipment: 
  Must be able to operate general office and communications equipment (personal computer, adding machine, telephone, fax machine).  
",Johns Hopkins
91,https://jobs.hopkinsmedicine.org/job/sr-programmer-analyst-information-technology-johns-hopkins-health-care-296625-702ef/,Sr. Programmer Analyst,"Johns Hopkins Health Care, Hanover, MD 21076",Economics,"Johns Hopkins HealthCare (JHHC) is the managed care and health services business of Johns Hopkins Medicine, one of the premier health delivery, academic, and research institutions in the United States.  JHHC is a $2.5B business serving over 400,000 lives with lines of business in Medicaid, Medicare, commercial, military health, health solutions, and venture investments.  JHHC has become a leader in provider-sponsored health plans and is poised for future growth.  
Many organizations talk about transforming the future of healthcare, Johns Hopkins HealthCare is actually doing it.  We develop innovative, analytics-driven health programs in collaboration with provider partners to drive improved quality and better health outcomes for the members and communities we serve.  If you are interested in improving how healthcare is delivered, join the JHHC team. 
Citizenship Requirement: Please note that under the terms of a government contract, this specific position requires U.S. citizenship status to ensure compliance with the Department of Defense Personnel Security Program.
   Position Summary:   Reports to Manager, Business Intelligence or Manager, Application Development and is responsible for assigned systems and projects within the specifications of a project schedule.  Responsible for the creation, implementation, maintenance, performance, production support and documentation of various departmental and enterprise wide mainframe, mid-range, and client-server based systems.  This includes but is not limited to the installation and testing of new and/or upgraded applications, operating systems, file structures, hardware, communication devices, and productivity tools.   
   Task requirements for position:   Programmer Analyst, EDI -  Position that will work closely with a team of analyst and developers to design, develop, implement and maintain EDI-centric applications and data transformation processes.   Familiar with healthcare HIPAA 5010 Transaction sets (e.g. 834, 835, 837, 820,274,276,277, 270 and 271) and have proven experience developing, architecting and administering EDI applications in a Healthcare setting using HIPAA mappings.  Experience with at least one SDLC process (e.g., AGILE, SCRUM, Unified Process, Waterfall) and be able to apply that process to their job function. You will design and create SQL stored procedures, user-defined functions, .net application, ETL tools such as Actian Data Integrator, and ECMaps in support of EDI solutions and you will assist analysts to author functional and technical specification documents.  Will serve as a Subject Matter Expert for the common codebase, assist  the EDI Manager by implementing processes and enforcing adherence to coding standards and best practices. The successful candidate will have strong interpersonal skills, strong analytical skills, the ability to manage multiple project assignments, interact effectively with customers, and the ability to lead others on the development team. Programmer Analyst, App Development - Will work closely with a team of analyst and developers to design, develop, implement and maintain departmental and enterprise wide client server and web based systems. Requires advanced understanding of structured programming, types of databases, file structures, and programming tools. The successful candidate will have strong interpersonal skills, strong analytical skills, the ability to manage multiple project assignments, interact effectively with customers, and the ability to lead others on the development team.   
    Education: Requires a professional level of knowledge in software development or equivalent as normally acquired through completion of a Bachelor’s degree in computer science or related field.      Knowledge: Has advanced understanding of structured programming, types of databases, health care file structures and programming tools.   Must have analytical ability to solve highly complex business and technical problems.  Demonstrates expertise in the language and database of the assigned system. Demonstrates a detailed understanding of at least one word processor, one spreadsheet package, combined with a basic understanding of a LAN based E-mail package such as GroupWise, CC Mail or Microsoft Outlook.  Has a detailed understanding of communications between computer platforms.    Languages: C#, JavaScripts, Visual Basic, Json, XML, T-SQL, SSIS, LINQ, HTML, CSS, Java   DB: DB2, SQL Server, MS Access   Frameworks:           .Net, MVC, ASP .Net, Angular, Bootstrap, Entity Framework   Tools/Utilities: Visual Studio, Team Foundation Server, Telerik, Toad, Eclipse   Report Writers: Crystal Reports, SSRS     Client Server: [Win/ NT/ 2012 -2019]   PC PACKAGES:      Spreadsheet, Screen builders, Internet mail, Word Processing   Operating System:   Windows, UNIX/LINUX    Programmer Analyst, EDI –     Languages: Visual Basic, VB.Net, C# , and RIFL a plus   Databases: DB2, SQL Server, MS Access   Tools/Utilities: Actian/Pervasive Data integrator, SSIS, Sybase EC Maps   PC PACKAGES: Spreadsheet, Screen builders, Internet mail, Word Processing         Skills: Performs complex analysis, design, development, testing (unit, system and integration), documentation and debugging of software artifacts in support of  EDI integration applications.   Performs modifications to and maintenance of highly complex operational programs, ,maps, processes and procedures.  Serves as point of contact for resolution of complex software problems.  Ability to complete complex project tasks applied to specialized technology to resolve total system problems or applications. Perform position appropriate duties as required in a competent, professional and courteous manne Strong database-related development skills (complex SQL queries, complex store procedures and user-defined functions in SQL Server) Demonstrates ability to establish and meet work schedules within limited time frames and under tight deadlines.  Willing to work off hours as needed in support of changes to the computing environment.  Demonstrates excellent customer relations, interpersonal and problem solving skills.  Able to lead, plan, schedule, assign and/or coordinate work of staff in various environments, plans, schedules, assigning work, reviewing results, and written status and project plans.      Required Licensure, Certification, Etc.: None      Work Experience: Work requires experience with complex computer systems and applications as acquired during two to three years related experience or demonstrated experience with unit/clinic based medical and/or nursing clinical practice in a hospital/health system environment as acquired during two to three years of recent patient care experience. Work requires experience with highly complex computer systems and applications as acquired during three to five years related experience. Experience with Application integration and solving problems relating to system interoperability      Machines, Tools, Equipment: Intel-compatible personal computers, printers, faxes, modems.  Hardware appropriate to the specific applications.      
 Dimensions: 
    Budget Responsibility: Compiles resource expenditure for projects.      Authority/Decision Making Level: Recommends course of action to PL or Manager  Participates in implementing procedures. Prioritizes and organizes tasks to meet changing priorities.      Supervisory Responsibility: Recommends course of action to PL or Manager Recommends changes in procedures. Recommends assignment of priorities Prioritizes and organizes tasks for others to meet changing priorities. Trains technical and/or user staff in their work processes and competencies. Provides guidance and direction to technical staff Provide feedback to management for technical performance of analysts     Problem  Solving: Uses system knowledge and performs critical thinking to evaluate and resolve technical or procedural problems Researches and recommends changes to reduce costs and maximize system use. Conduct data analysis; identify issues and recommend and implement solutions     Information  Management: Must be able to read and understand written product updates, EDI Companion Guides, and Requirement documents. Must be able understand how to integrate new updates into current environment. Must be able to understand budget reports and related detail. Document all work-product, per best practices and standards.     Working  Conditions: Works in normal office environment where there is little discomfort to extremes of dust, noise, temperature and the like. Work frequently produces a high level of mental/visual strain due to deciphering codes or printouts and use of CRT for extended period of time   
",Johns Hopkins
92,https://jobs.hopkinsmedicine.org/job/sr-software-engineer-information-technology-johns-hopkins-health-care-249687-4e726/,Sr. Software Engineer,"Johns Hopkins Health Care, Hanover, MD 21076",Economics,"Johns Hopkins HealthCare (JHHC) is the managed care and health services business of Johns Hopkins Medicine, one of the premier health delivery, academic, and research institutions in the United States.  JHHC is a $2.5B business serving over 400,000 lives with lines of business in Medicaid, Medicare, commercial, military health, health solutions, and venture investments.  JHHC has become a leader in provider-sponsored health plans and is poised for future growth.  
Many organizations talk about transforming the future of healthcare, Johns Hopkins HealthCare is actually doing it.  We develop innovative, analytics-driven health programs in collaboration with provider partners to drive improved quality and better health outcomes for the members and communities we serve.  If you are interested in improving how healthcare is delivered, join the JHHC team. 
Citizenship Requirement: Please note that under the terms of a government contract, this specific position requires U.S. citizenship status to ensure compliance with the Department of Defense Personnel Security Program.
    Position Summary:   Responsible for the analysis of user needs in the mainframe, mid-range or desktop computing environments and develops recommendations for products and services that will meet the technical requirements.  Dissemination of the user needs and the solution to the rest of the technical team will be imperative to a successful project completion. This position will ensure that the integrity of the applications running on mainframe, mid-range and desktop environments are maintained in a efficient, cost-effective, and reliable manner.  Additionally, they will create, review, and implement automated facilities that result in cost reduction, operating efficiency, and improved performance which leads to increased user satisfaction.   Scope of work requires leadership and support of mission critical enterprise-wide systems.  Work effort often includes project management and coordination of staff efforts both within and outside of the Technical area.  Scope of projects tend to be large in scale and span multiple departments. Involved in developing and enforcing departmental policies and procedures. Projects often require interaction with various departments and teams both within and outside of the IT department. Must comply with departmental policies and procedures.       Task requirements for position:   The Sr. Software Engineer is responsible for providing experienced leadership for software development and installation projects from planning and design to implementation of custom software solutions for various departmental, enterprise-wide, mainframe, mid-range or desktop computing systems.  While a primary focus of this position is to provide project and technical leadership, the position will be required to install and maintain specialized areas of application systems and related software including trouble-shooting and supporting the system and application software environment and assisting with problem resolution with respect to the use of system and application software. ANALYSIS AND REQUIREMENTS GATHERING  Define complex business/clinical/education problems by meeting with clients to observe and understand current processes and the issues related to those processes.  Provide written documentation of findings to share with the client and other IT colleagues. Gather complex system requirements by meeting with clients and researching existing technology to understand the business requirements and possible solutions for new applications.  DESIGN AND DEVELOPMENT   Develop detailed tasks and project plans by analyzing project scope and milestones for complex projects in order to ensure product is delivered in a timely fashion according to software lifecycle standards. Write functional/technical specifications from the complex system requirements, putting them into functional and technical descriptions for use by programmers and business analysts to develop technical solutions. Develop/change data input, files/database structures, data transformation, algorithms, and data output by using appropriate computer language/tools to provide technical solutions for complex application development tasks. Document code and associated processes by adhering to development methodologies, adding code comments and appropriate documentation to various knowledge-base system(s) to simplify code maintenance and to improve support. Provide monitoring and guidance in application design and development to more junior staff. Provide thought leadership in designing  and developing innovative integrated solutions.  TESTING AND DOCUMENTATION  Create and document complex test scenarios using the appropriate testing tools to validate and verify application functionality.  Test all changes by using the appropriate complex test scenarios to ensure all delivered solutions work as expected and errors are handling in a meaningful way. Author and maintain documentation by writing audience-appropriate materials to serve as technical and/or end-user references.  Mentor junior staff in testing tools and technologies by reviewing their work.  IMPLEMENTATION AND MAINTENANCE  Implement changes by adhering to the change management policies and procedures for any given project to communicate to all parties the nature, significance, and risk factors of the solution. Monitor changes and resolve complex problems by responding as they occur, by reviewing all processing and output of the newly implemented solution, and by proactively ensuring the solution works successfully in order to satisfy the customer requirements and to provide a smooth transition to the new solution. Provide support by investigating and resolving issues, including complex issues to ensure prompt, effective service.     Requirements: 
     Education:  Bachelor’s degree in Business, Computer Science or other related degree is required.   May substitute relevant degree with additional years of experience.      B.    Knowledge: Work is extremely complex and varied in nature and also requires the ability to balance the demands of multiple projects. Projects will include large scale-integration with a vast, very complex, and highly distributed network infrastructure.  Scope of projects typically wide ranging and numerous, spanning the needs of designated business units and participating in larger projects where business unit is affected. In some cases, a specific technical domain will require dedicated attention from an Architect and will require in-depth knowledge and understanding of the implications of technology implementation across many different business and clinical units. Anticipates and influences the effect of technologies on business.      C.    Skills: Employee possesses a very high level of technical competence within the IT organization. Required are: knowledge of software project management techniques, the ability to manage major system projects with a high degree of independence, develops strategies and schedules, and overcome problems, the ability to exercise independent judgment when dealing with the many highly technical and strategic issues related to systems/applications programming, to understand and relate to technical issues when necessary even though outside the normal scope of responsibility. A strong understanding of software development and application support issues in a multi-platform mainframe, midrange, desktop environment.      D.    Required Licensure, Certification, Etc.: None     E.    Work Experience: Six years related experience, e.g. project management, systems engineering, software/application development, and administration support is required.      F.    Machines, Tools, Equipment:      
 Dimensions: 
   A.    Budget Responsibility: Develops detailed cost/benefit analysis of projects and assist management in preparing yearly budget.     B.    Authority/Decision Making Level: Authority/Decision Making is limited to unit functions or as delegated by unit manager. Makes appropriate decisions in performing assigned duties. Sets priorities for self and other team Employee delegates to junior level IT staff.  Employee coordinates activities with other IT groups, partners, vendors, customers and IT colleagues. Typically negotiates with vendors and customers as appropriate.      C.    Supervisory Responsibility: Works independently and frequently oversees work of others. Has a wide range of technical autonomy and is responsible for meeting deliverables without supervision.  May provide supervisory responsibilities as they relate to individual projects, issues, problems, or system environmental changes. Innovation is expected. Provides technical leadership, project coordination within the group as well as across multiple technical groups within the organization. Is a subject matter expert on the operating systems and those components directly related to the operating system. Fulfills a mentor role for others within the group.     Problem  Solving: Employee is able to exercise sound judgment and applies extensive/expert technical knowledge to diagnose and resolve highly complex and critical system issues. Can work with hardware and/or software vendors to isolate root-cause and identify appropriate product fix to properly resolve problems in an appropriate time-frame. Is customer focused in restoration of service. Typical problem will require a thorough understanding of networking protocols, mutli-platform operating environments, and their interactions to deliver a multi-tier application/service. Employee may need to work with other subject matter experts to perform root-cause analysis and implement corrective actions.     Information  Management: Employee utilizes prescribed Systems Development Life Cycle practices as outlined by department and/or unit leadership. Serves as project leader for moderate and large projects. Will be responsible for a significant function/phase of the largest projects. Project management skills reflecting PMI processes are desirable.      Working  Conditions: Work is sedentary in nature, requiring long periods of sitting; computer usage.     
",Johns Hopkins
93,https://jobs.hopkinsmedicine.org/job/sr-staff-debt-officer-finance-johns-hopkins-health-syst-322563-6135f/,Sr. Staff Debt Officer,"Johns Hopkins Health System, Baltimore, MD 21201",Economics,"   Position Summary: This position reports to the Sr. Director, Treasury Services and Associate Treasurer for JHHS and routinely interfaces with investment bankers, bond underwriters, bond counsel, tax counsel, and investment professionals.  This position supports the debt and investment control process for all entities under the JHHS corporate umbrella and is the key liaison between Treasury and General Accounting for all central debt agreements. This support includes, but is not limited to: administration of the centralized debt program, capital financing analysis, post-issuance debt compliance, budget formation and document review.  This position will also support the administration of the JHHS investment program, as well as the preparation of management and Board of Trustee reports under the guidance of the Sr. Director, Treasury Services and Associate Treasurer.  This position has responsibility for the coordination of audit activities related to investments and debt. Other duties as assigned.    Competencies:     A.    Education: Candidate must have Bachelor’s degree in Accounting, Finance or related field. MBA strongly preferred.        B.    Knowledge: Requires a comprehensive understanding of the business cycle and flow of information, both financial and non-financial, in a decentralized business environment. Strong understanding and application of accounting principles. Basic understanding of capital markets.        C.    Skills: -Qualified candidate must have excellent verbal and written communication skills. -Demonstrated ability to prepare professional level financial presentations.   -Demonstrated ability to identify, analyze and solve problems and establish process improvement structures.        D.    Required Licensure, Certification, Etc.: CPA or progress towards CFA designation is strongly preferred.       E.    Work Experience: Six to eight years of progressive experience in accounting, finance or banking.        F.    Machines, Tools, Equipment:       Dimensions:       A.    Budget Responsibility: Responsible for budgeting and monitoring of expenses related to the JHHS debt program.   Responsible for cost of issuance budgets and tracking for debt issuances.         B. Authority/Decision Making  Level: Develops and recommends department and JHHS-wide policies.  Works independently with limited supervision.       C.    Supervisory Responsibility: Works with other FinanceAccounting Directors to assign work to respective staffs to meet work objectives. Direct banking and custody partners to achieve objectives.       Problem  Solving: Uses monthly financial statements to analyze variances in debt-related expense budgets. Performs critical thinking to develop and maintain financial models and performance reporting.        Information  Management: Must be able to understand and analyze debt-related agreements.        Working  Conditions: Works in normal office environment where there is no physical discomfort due to temperature, noise, dust, etc.  Work frequently produces a high level of mental/visual strain due to working with numbers. Work requires an elevated attention to detail.  Work requires a high degree of multi-tasking ability and mental composure needed to meet specific deadlines.       
We are committed to providing a healthy and safe environment for our patients, visitors and staff members. The Johns Hopkins Hospital has a tobacco-free at work policy. Employees must refrain from using any tobacco products during their work shifts — including while at lunch or on breaks, and whether they are on or off campus.
",Johns Hopkins
94,https://jobs.hopkinsmedicine.org/job/staff-accountant-iii-finance-johns-hopkins-health-syst-338688-899d6/,Staff Accountant III,"Johns Hopkins Health System, Baltimore, MD 21201",Economics,"Position Summary: 
Performs a variety of professional accounting duties for selected Johns Hopkins Medicine affiliates.  Tasks include the recording of financial transactions / journal entries, reconciling balance sheet accounts, and assisting in the preparation of financial statements and analyses for management review.
This position will produce timely and accurate monthly GAAP financial reporting packages, including budget to actual analysis of the results of the responsible Affiliates.  This position is responsible for keeping current on all technical GAAP accounting literature, and implementation of all new required GAAP accounting pronouncements.  
This position will ensure all journal entries are recorded and that monthly reconciliations are complete and accurate, all within appropriate deadlines.
This position is also responsible for assisting in the financial statement audit for the responsible Affiliates, if applicable.  This includes preparation of schedules requested by the auditors in the usual and customary audit process.  
Other responsibilities that a Staff Accountant III within the Controller’s office will be accountable for can include fixed asset accounting, financial analyses requested by directors/affiliates, support for Johns Hopkins Medicine budget presentation, preparation of financial statements for benefit plan audits, supporting tax department preparation of 990, etc.
Competencies: 
   Education: Requires a Bachelor of Science Degree in Accounting.   Knowledge:  Knowledge of general accounting and/or public accounting.   Skills:  High level of analytic ability necessary to analyze accounting data, classify and compile data and prepare complex accounting reports.  Must have excellent interpersonal and communication skills.  Requires strong P.C. skills and experience with mainframe systems.  Access experience preferred. Strong SAP experiences a plus.   Required Licensure Certification, etc. CPA certificate preferred.   Work Experience:  Minimum of two year of experience working in a general accounting department or public accounting.   Machines, Tools, Equipment:  PC, calculator and standard office equipment.   
Work Location: 3910 Keswick Road - South Building - Baltimore MD 21211
Work Schedule: M-F 8:30 a.m. - 5 p.m.
",Johns Hopkins
95,https://jobs.hopkinsmedicine.org/job/strategic-financial-administrator-jhm-budget-office-non-clinical-professional-johns-hopkins-health-syst-343144-4be4f/,Strategic Financial Administrator - JHM Budget Office,"Johns Hopkins Health System, Baltimore, MD 21201",Economics,"Reporting to the Director, Budget Planning JHM, the Strategic Financial Administrator partners with the Director and the VP, Budget, Financial Analysis, and Decision Support – JHM, in developing and implementing strategic, operational and executional plans in support of Johns Hopkins Medicine’s vision, mission and enterprise-wide strategy. 
The position will lead and/or support executive-driven projects and initiatives are strategic in nature, and that can be highly complex, involving cross-functional teams. This role will work directly with financial and operational teams across JHM entities and JHHS central areas (finance and others), and perform work of broad scope and complexity.  Expectations include:
 Responsible for overseeing the successful completion of executive requests and executive-driven initiatives that require cross-functional engagement across the organization Leads exploratory efforts and analyses for business problems assigned by executive leadership  Supports the development and creation of strategic communication materials for executive presentations targeting different stakeholder groups Responsible for ensuring quality deliverables Responsible for special projects tracking and reporting to executive leadership 
This position will also provide leadership, coordination, and execution for certain Johns Hopkins Medicine planning and budgeting activities, ensuring that the multiple teams work collaboratively to ensure enterprise consistency.  Responsibilities can include:
 Develop/support optimized business processes and methodologies related to the JHM budget, JHHS Corp chargeback budget, and other initiatives as needed Draft/update budget policies and governance as needed Develop timelines, budget assumptions and communications for JHM budget stakeholders and responsible individuals  Engage in planning, development, testing, training, and deployment of budget planning technology, tools, and business processes Facilitate development and communication of operating, capital and cash flow targets Collaborate with JHM / JHHS / affiliate leadership, central finance teams, and others to integrate annual planning, budgeting and forecasting activities  Develop and deliver on change management activities to support the evolution of our plans and activities Manage and facilitate budget development and budget reviews/hearings Develop and support service delivery governance policies and processes 
This role requires a strong facilitator who is both focused and flexible, as well as someone who is willing to operate in both visible and behind the scene roles.  This role will have visibility to the strategic and operational elements of the organization.  The successful individual will be highly professional, high-energy, strategic, proactive, a direct communicator, highly organized and committed to the vision and values of the organization.  The expectations of this role are consistent with that of the JHM Budget Office – to identify, facilitate, and drive change that enables our ability to Make Johns Hopkins Medicine Easy and Work Like One Organization.
Bachelor’s degree preferably in Accounting, Health Administration, Business Administration or related field. Master’s degree in a related field strongly preferred. 
     Comprehensive understanding of all financial/budget planning procedures and systems; and comprehensive understanding of the healthcare industry, notably clinical volume planning Analytical skills to assist in the decision-making process re: JHM- and JHHS-wide financial systems, develop budgets, and resolve problems requiring use of a professional level of knowledge of management and finance principles. High level of interpersonal skills to be able to effectively interact at all levels of the organization and to regularly interact in discussions and meetings to provide financial information and advice to management and other staff Ability to plan and direct the work of all levels of professionals and support staff Ability to be manage delivery in the face of uncertainty and/or an evolving understanding or requirements Ability to build trust relationships throughout JHM and external partners. (e.g., vendors) and to both lead and participate in high-performance teams Strong ability to take initiative, to solve problems, and to make decisions  Strong administrative, organizational, and leadership skills      Minimum of 7 years of relevant work experience in: finance planning, budgeting and forecasting, operations, or consulting, preferably in healthcare.        
Johns Hopkins is a smoke free campus
",Johns Hopkins
96,https://jobs.hopkinsmedicine.org/job/systems-development-manager-manager-supervisor-johns-hopkins-health-syst-338686-2bd71/,Systems Development Manager,"Johns Hopkins Health System, St. Petersburg, FL",Economics,"MANAGER SYSTEMS DEVELOPMENT
REQUISITION ID 338686
WORK LOCATION:  Johns Hopkins All Children's Hospital, 501 6th Street, St. Petersburg, FL 33701
Position Summary:Reports to JHMCIS Director and is responsible for the work activities of a group of software applications analysts/programmers. Reviews work for completeness and technical accuracy. Participates in project planning to ensure effect use of technology to meet customers’ needs. Allocates resources to accomplish goals and objectives through assigned staff. Establishes and monitors project schedules and ensures adherence to work deadlines. Provides leadership, motivation, and direction to staff, builds teamwork, and fosters staff cohesion. Selects, trains, and evaluates staff. Works on multiple, complex projects. May be responsible for project budgets between one to five million dollars. Participates in long range strategy and planning for department. Provides technical advice to senior management.
Competencies:A. Education: Work requires a professional level of knowledge in Information Systems as acquired through completion of a Bachelor's degree in Information Systems, Business Management or related field. A Master’s degree is preferred.
B. Knowledge Work requires extensive knowledge in planning, monitoring, measuring, and reporting on Information Systems projects, evaluating vendor system packages, preparing/utilizing Request for Proposals, controlling staff resource allocation, and budgeting resources within large, medium, and mini computer systems environments as well as client server environments. Broad knowledge of health services applications. Demonstrated knowledge of software applications and hardware platforms. Familiar with operational performance improvement principles.
C. Skills: High analytical ability to solve complex technical problems. Skilled in directing the work of a diversified staff in various hardware and software environments. Demonstrated ability to develop and communicate service level expectations and priorities to customers. Advanced interpersonal skills to interface effectively with department heads, employees, vendors, consultants and JHMCIS staff. Excellent negotiating skills for service level expectations and for vendor contracts. Effective communication skills for interaction with staff, peers, and customers.
D. Work Experience Work requires demonstrated a minimum of 7 years experience with computer systems and applications, as well as a minimum of 5 years planning and managing projects. 
We are committed to providing a healthy and safe environment for our patients, visitors and staff members. The Johns Hopkins Hospital has a tobacco-free at work policy. Employees must refrain from using any tobacco products during their work shifts — including while at lunch or on breaks, and whether they are on or off campus.
",Johns Hopkins
97,https://jobs.hopkinsmedicine.org/job/utilization-review-nurse-nursing-johns-hopkins-bayview-med-318993-8adf3/,Utilization Review Nurse,"Johns Hopkins Bayview Medical Center, Baltimore, MD 21201",Economics,"Performs utilization review and quality improvement activities to determine the quality of patient care and the medical necessity of admission and continued stay.  Collects and compiles information for special studies and performs required fiscal intermediary procedures to obtain reimbursement, ensure that the Medical Center’s resources are efficiently utilized, and that patient care is consistent with established standards.
Two years of clinical medical surgical nursing experience required, with at least one year experience in quality assurance/utilization review, risk management preferred.
Qualifications:
 Current Maryland or Compact RN license CPR certification - AHA, Red Cross, or Military Training Network accepted Associate degree in nursing required, BSN preferred or enrolled in first BSN course within six months of hire and BSN completed within 4 years of hire 
Benefits for you and your family:
 Comprehensive medical, dental, and vision insurance Life and Disability Insurance Employee tuition reimbursement Dependent tuition reimbursement Clinical ladder Daycare On campus gym  
 Apply today!
Johns Hopkins Health System and its affiliates are drug-free workplace employers.
",Johns Hopkins
